web-scraper-order,web-scraper-start-url,job-link,job-link-href,job-title,job-address,job-details,job-location,job-summary,job-type,job-location-2
1707913125-248,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Outbound Account Executive - Remote Canada,https://ca.indeed.com/rc/clk?jk=46d4c95e672d5ebd&bb=pXAQ2TfHWy1TNIh94LZB1tuIOy4pmU4mnythWnmV_Xklrok5gpaDTlVY1slijpUYGF6Xvzo_TIeGd4Gl6jYqSLuK1hDc9ra47aEG3rNjuxM%3D&xkcb=SoBI67M3ET5gnoWbJZ0DbzkdCdPP&fccid=3b46e2d2a9ff211f&vjs=3,Outbound Account Executive - Remote Canada,"Ottawa, ON","You have a reliable internet connection capable of participating in video calls, with at least 30Mbps download speed","Ottawa, ON",,Full-time,"Ottawa, ON"
1707913125-249,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Outbound Account Executive - Remote Canada,https://ca.indeed.com/rc/clk?jk=46d4c95e672d5ebd&bb=pXAQ2TfHWy1TNIh94LZB1tuIOy4pmU4mnythWnmV_Xklrok5gpaDTlVY1slijpUYGF6Xvzo_TIeGd4Gl6jYqSLuK1hDc9ra47aEG3rNjuxM%3D&xkcb=SoBI67M3ET5gnoWbJZ0DbzkdCdPP&fccid=3b46e2d2a9ff211f&vjs=3,Outbound Account Executive - Remote Canada,"Ottawa, ON",ABOUT EVENTMOBI,"Ottawa, ON",,Full-time,"Ottawa, ON"
1707913125-250,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Outbound Account Executive - Remote Canada,https://ca.indeed.com/rc/clk?jk=46d4c95e672d5ebd&bb=pXAQ2TfHWy1TNIh94LZB1tuIOy4pmU4mnythWnmV_Xklrok5gpaDTlVY1slijpUYGF6Xvzo_TIeGd4Gl6jYqSLuK1hDc9ra47aEG3rNjuxM%3D&xkcb=SoBI67M3ET5gnoWbJZ0DbzkdCdPP&fccid=3b46e2d2a9ff211f&vjs=3,Outbound Account Executive - Remote Canada,"Ottawa, ON",,"Ottawa, ON",,Full-time,"Ottawa, ON"
1707913125-251,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Outbound Account Executive - Remote Canada,https://ca.indeed.com/rc/clk?jk=46d4c95e672d5ebd&bb=pXAQ2TfHWy1TNIh94LZB1tuIOy4pmU4mnythWnmV_Xklrok5gpaDTlVY1slijpUYGF6Xvzo_TIeGd4Gl6jYqSLuK1hDc9ra47aEG3rNjuxM%3D&xkcb=SoBI67M3ET5gnoWbJZ0DbzkdCdPP&fccid=3b46e2d2a9ff211f&vjs=3,Outbound Account Executive - Remote Canada,"Ottawa, ON","We're focused on building the most comprehensive event management platform to help conference organizers create engaging event experiences. We believe live events bring people together and enable positive change. Over 30,000+ events in 70+ countries from major brands such as Porche and Shoppers Drug Mart, to amazing non-profits such as American Psychiatric Nurses Association and Canadian Real Estate Association have trusted EventMobi’s suite of software technology to manage their events and engage their attendees.","Ottawa, ON",,Full-time,"Ottawa, ON"
1707913125-252,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Outbound Account Executive - Remote Canada,https://ca.indeed.com/rc/clk?jk=46d4c95e672d5ebd&bb=pXAQ2TfHWy1TNIh94LZB1tuIOy4pmU4mnythWnmV_Xklrok5gpaDTlVY1slijpUYGF6Xvzo_TIeGd4Gl6jYqSLuK1hDc9ra47aEG3rNjuxM%3D&xkcb=SoBI67M3ET5gnoWbJZ0DbzkdCdPP&fccid=3b46e2d2a9ff211f&vjs=3,Outbound Account Executive - Remote Canada,"Ottawa, ON",,"Ottawa, ON",,Full-time,"Ottawa, ON"
1707913125-253,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Outbound Account Executive - Remote Canada,https://ca.indeed.com/rc/clk?jk=46d4c95e672d5ebd&bb=pXAQ2TfHWy1TNIh94LZB1tuIOy4pmU4mnythWnmV_Xklrok5gpaDTlVY1slijpUYGF6Xvzo_TIeGd4Gl6jYqSLuK1hDc9ra47aEG3rNjuxM%3D&xkcb=SoBI67M3ET5gnoWbJZ0DbzkdCdPP&fccid=3b46e2d2a9ff211f&vjs=3,Outbound Account Executive - Remote Canada,"Ottawa, ON","If you are interested in seeing EventMobi in action, check out some of the videos below:","Ottawa, ON",,Full-time,"Ottawa, ON"
1707913125-254,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Outbound Account Executive - Remote Canada,https://ca.indeed.com/rc/clk?jk=46d4c95e672d5ebd&bb=pXAQ2TfHWy1TNIh94LZB1tuIOy4pmU4mnythWnmV_Xklrok5gpaDTlVY1slijpUYGF6Xvzo_TIeGd4Gl6jYqSLuK1hDc9ra47aEG3rNjuxM%3D&xkcb=SoBI67M3ET5gnoWbJZ0DbzkdCdPP&fccid=3b46e2d2a9ff211f&vjs=3,Outbound Account Executive - Remote Canada,"Ottawa, ON",,"Ottawa, ON",,Full-time,"Ottawa, ON"
1707913125-255,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Outbound Account Executive - Remote Canada,https://ca.indeed.com/rc/clk?jk=46d4c95e672d5ebd&bb=pXAQ2TfHWy1TNIh94LZB1tuIOy4pmU4mnythWnmV_Xklrok5gpaDTlVY1slijpUYGF6Xvzo_TIeGd4Gl6jYqSLuK1hDc9ra47aEG3rNjuxM%3D&xkcb=SoBI67M3ET5gnoWbJZ0DbzkdCdPP&fccid=3b46e2d2a9ff211f&vjs=3,Outbound Account Executive - Remote Canada,"Ottawa, ON",The Experience Manager Platform,"Ottawa, ON",,Full-time,"Ottawa, ON"
1707913125-256,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Outbound Account Executive - Remote Canada,https://ca.indeed.com/rc/clk?jk=46d4c95e672d5ebd&bb=pXAQ2TfHWy1TNIh94LZB1tuIOy4pmU4mnythWnmV_Xklrok5gpaDTlVY1slijpUYGF6Xvzo_TIeGd4Gl6jYqSLuK1hDc9ra47aEG3rNjuxM%3D&xkcb=SoBI67M3ET5gnoWbJZ0DbzkdCdPP&fccid=3b46e2d2a9ff211f&vjs=3,Outbound Account Executive - Remote Canada,"Ottawa, ON",The EventMobi Mobile Event App,"Ottawa, ON",,Full-time,"Ottawa, ON"
1707913125-257,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Outbound Account Executive - Remote Canada,https://ca.indeed.com/rc/clk?jk=46d4c95e672d5ebd&bb=pXAQ2TfHWy1TNIh94LZB1tuIOy4pmU4mnythWnmV_Xklrok5gpaDTlVY1slijpUYGF6Xvzo_TIeGd4Gl6jYqSLuK1hDc9ra47aEG3rNjuxM%3D&xkcb=SoBI67M3ET5gnoWbJZ0DbzkdCdPP&fccid=3b46e2d2a9ff211f&vjs=3,Outbound Account Executive - Remote Canada,"Ottawa, ON",“The Nature of Events” - a fun video showcasing the EventMobi Team,"Ottawa, ON",,Full-time,"Ottawa, ON"
1707913125-258,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Outbound Account Executive - Remote Canada,https://ca.indeed.com/rc/clk?jk=46d4c95e672d5ebd&bb=pXAQ2TfHWy1TNIh94LZB1tuIOy4pmU4mnythWnmV_Xklrok5gpaDTlVY1slijpUYGF6Xvzo_TIeGd4Gl6jYqSLuK1hDc9ra47aEG3rNjuxM%3D&xkcb=SoBI67M3ET5gnoWbJZ0DbzkdCdPP&fccid=3b46e2d2a9ff211f&vjs=3,Outbound Account Executive - Remote Canada,"Ottawa, ON",Top brands and organizations from around the world have used EventMobi’s event app technology to create incredible event experiences - hear directly from our customers.,"Ottawa, ON",,Full-time,"Ottawa, ON"
1707913125-259,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Outbound Account Executive - Remote Canada,https://ca.indeed.com/rc/clk?jk=46d4c95e672d5ebd&bb=pXAQ2TfHWy1TNIh94LZB1tuIOy4pmU4mnythWnmV_Xklrok5gpaDTlVY1slijpUYGF6Xvzo_TIeGd4Gl6jYqSLuK1hDc9ra47aEG3rNjuxM%3D&xkcb=SoBI67M3ET5gnoWbJZ0DbzkdCdPP&fccid=3b46e2d2a9ff211f&vjs=3,Outbound Account Executive - Remote Canada,"Ottawa, ON",,"Ottawa, ON",,Full-time,"Ottawa, ON"
1707913125-260,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Outbound Account Executive - Remote Canada,https://ca.indeed.com/rc/clk?jk=46d4c95e672d5ebd&bb=pXAQ2TfHWy1TNIh94LZB1tuIOy4pmU4mnythWnmV_Xklrok5gpaDTlVY1slijpUYGF6Xvzo_TIeGd4Gl6jYqSLuK1hDc9ra47aEG3rNjuxM%3D&xkcb=SoBI67M3ET5gnoWbJZ0DbzkdCdPP&fccid=3b46e2d2a9ff211f&vjs=3,Outbound Account Executive - Remote Canada,"Ottawa, ON",EventMobi is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment. Accommodations are available upon request for candidates taking part in all aspects of the selection process.,"Ottawa, ON",,Full-time,"Ottawa, ON"
1707913125-261,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Outbound Account Executive - Remote Canada,https://ca.indeed.com/rc/clk?jk=46d4c95e672d5ebd&bb=pXAQ2TfHWy1TNIh94LZB1tuIOy4pmU4mnythWnmV_Xklrok5gpaDTlVY1slijpUYGF6Xvzo_TIeGd4Gl6jYqSLuK1hDc9ra47aEG3rNjuxM%3D&xkcb=SoBI67M3ET5gnoWbJZ0DbzkdCdPP&fccid=3b46e2d2a9ff211f&vjs=3,Outbound Account Executive - Remote Canada,"Ottawa, ON",,"Ottawa, ON","** EventMobi is a remote-first company and this is a fully remote position. You may reside anywhere in Canada provided you are able to accommodate EST or PST working hours.
 
 
 Are you a passionate sales extraordinaire looking for your next challenge? EventMobi is hiring for an Outbound AE to join our growing sales team in 2024!
 
 
 WHAT YOU’LL DO
 
 
 
  
   Hunt and close new business by building and managing your own pipeline 
  Perform cold calls, inmails & emails to book initial prospecting meetings 
  Conduct demos with interested prospects and advance them through your pipeline 
  Follow your workflow to ensure prioritized & regularly scheduled follow ups with your prospects 
  Maintain a clean and up to date pipeline forecast to be reviewed weekly with your manager 
  Actively participate and contribute to team meetings, Slack discussions & 1:1s 
  Leverage a mix of communication methods (phone, meeting, InMail's, emails) to proactively engage your prospects 
  Achieve monthly and quarterly targets (KPIs = activity, booked meetings, total revenue)
 
 
 
  
  WHO YOU’LL WORK WITH
 
 
 
  
   Reporting to the Director of Sales, you’ll work alongside an all-star team of Sales pros from across the globe, who are passionate about serving our customers, enjoy collaborating with a healthy dose of friendly competition 
  You’ll also work closely with the Marketing team to identify messaging the resonates with our buyers (namely, event planners) so that you can find and message personas that will most find value in the EventMobi Solution
 
 
 
  
  YOU HAVE:
 
 
 
  
   Previous outbound selling experience or 2+ years of Sales experience (B2B preferred) 
  Background in hospitality, tech or events. Have all 3? BONUS - as you’ll need to speak the language of our prospects day-in, day-out 
  Familiarity with tools like Hubspot, Outreach, LinkedIn Sales Navigator, G Suite 
  Attention to detail, and a strong and consistent work ethic 
  A desire for feedback, adapting to changes, and learning very quickly 
  A love for testing, tracking, and iterating on your processes 
  The ability to thrive in ambiguity and work autonomously 
  Willingness and aptitude to learn the technical aspects of the platform 
  Genuine curiosity & excitement to continue to build a career in sales 
  Obtained a Bachelor's degree or relevant College equivalent
 
 
 
  
  YOU ARE:
 
 
 
  
   A hunter at heart. You live for the thrill of finding new opportunities and closing deals. 
  Fearlessly creative. You see challenges as opportunities and are willing to try different approaches to engage your cold prospects. 
  In charge of your own destiny. You are a self-starter who can hold themselves accountable. 
  A tech guru. You know EM’s solution in & out and can articulate our value prop in your sleep.
 
 
 
  
  WHAT WILL YOU GET FROM EVENTMOBI?
 
 
 
  
   Competitive compensation + incentive + Stock Option + Benefits 
  Time-Off: 3-weeks vacation + 1-week Sick Days + your birthday is a holiday (seriously! log-off and hang out with the fam or go do something fun) + opportunities to meet your co-workers in person throughout the year 
  Benefits: Dental, Health, Life, Mental Health Consultations (InkBlot) 
  Tools: Top of the line hardware and the best collaboration software for remote work so you can be as productive as possible while working from home 
  The Best Coworkers Ever: If you ask anyone that has worked at EventMobi, they will tell you that their fellow Mobiers are the best part of their experience! Don't underestimate the positive impact of caring co-workers have on your everyday happiness.
 
 
 
  
  REMOTE WORKSPACE REQUIREMENTS:
 
 
 
  
   You have a safe, comfortable, and ergonomic workspace and working environment - a private and quiet workspace is a vital requirement for doing your best work! 
  You have a reliable internet connection capable of participating in video calls, with at least 30Mbps download speed
 
 
 
 
 ABOUT EVENTMOBI
 
 
 We're focused on building the most comprehensive event management platform to help conference organizers create engaging event experiences. We believe live events bring people together and enable positive change. Over 30,000+ events in 70+ countries from major brands such as Porche and Shoppers Drug Mart, to amazing non-profits such as American Psychiatric Nurses Association and Canadian Real Estate Association have trusted EventMobi’s suite of software technology to manage their events and engage their attendees.
 
 
 If you are interested in seeing EventMobi in action, check out some of the videos below:
 
 
 
  
   The Experience Manager Platform 
  The EventMobi Mobile Event App 
  “The Nature of Events” - a fun video showcasing the EventMobi Team 
  Top brands and organizations from around the world have used EventMobi’s event app technology to create incredible event experiences - hear directly from our customers.
 
 
 
 EventMobi is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment. Accommodations are available upon request for candidates taking part in all aspects of the selection process.",Full-time,"Ottawa, ON"
1707913128-262,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON",,"Ottawa, ON",,#NAME?,"Ottawa, ON"
1707913128-263,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON",SAS Retail Services Canada is currently hiring for a Merchandising Team Lead- Part Time (PT) for grocery relines/resets execution.,"Ottawa, ON",,#NAME?,"Ottawa, ON"
1707913128-264,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON",Morning/Day Time (No Nights Or Weekends),"Ottawa, ON",,#NAME?,"Ottawa, ON"
1707913128-265,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON",Availability: Monday through Thursday Mornings/Days.,"Ottawa, ON",,#NAME?,"Ottawa, ON"
1707913128-266,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON",Flexible Schedule,"Ottawa, ON",,#NAME?,"Ottawa, ON"
1707913128-267,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON",What You’ll Do:,"Ottawa, ON",,#NAME?,"Ottawa, ON"
1707913128-268,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON",Resets/relines- reading and executing planograms with all items tagged.,"Ottawa, ON",,#NAME?,"Ottawa, ON"
1707913128-269,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON","Tagging, rotating, and placing products on shelf. This includes adjusting shelf heights and movement.","Ottawa, ON",,#NAME?,"Ottawa, ON"
1707913128-270,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON","Building and maintaining relationships with SAS Retail Services Management (area manager), Store Management and assigned merchandiser (when provided).","Ottawa, ON",,#NAME?,"Ottawa, ON"
1707913128-271,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON",Timely electronic reporting of reset execution and work hours.,"Ottawa, ON",,#NAME?,"Ottawa, ON"
1707913128-272,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON",Reliable transportation to one or multiple local locations.,"Ottawa, ON",,#NAME?,"Ottawa, ON"
1707913128-273,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON",Physical Requirements: standing/being on feet for up to 8h and being able to lift up to 50+lbs.,"Ottawa, ON",,#NAME?,"Ottawa, ON"
1707913128-274,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON",Comfortable working with smart phone type technology.,"Ottawa, ON",,#NAME?,"Ottawa, ON"
1707913128-275,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON",Prior grocery or big box store retail merchandising experience preferred.,"Ottawa, ON",,#NAME?,"Ottawa, ON"
1707913128-276,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON",Planogram experience preferred: Training available.,"Ottawa, ON",,#NAME?,"Ottawa, ON"
1707913128-277,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON",Ability to work independently or with other merchandisers.,"Ottawa, ON",,#NAME?,"Ottawa, ON"
1707913128-278,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON",,"Ottawa, ON",,#NAME?,"Ottawa, ON"
1707913128-279,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON","SAS Retail Services Canada is a third-party retail merchandising company with cutting edge technology that does retail merchandising in any store, any aisle, any service. Our parent Company is Advantage Solutions Canada (ASM).","Ottawa, ON",,#NAME?,"Ottawa, ON"
1707913128-280,https://ca.indeed.com/jobs?q=home%20hardware&l=Kanata%2C%20ON&from=searchOnHP,Merchandiser Retail Team Lead Canada NE PT,https://ca.indeed.com/rc/clk?jk=ca1efb5452a3fc28&bb=pXAQ2TfHWy1TNIh94LZB1uptEk32vzlhhi7n_KXSBCgRQIVXO7zcpS_ODivAfOw8u5OusPxQg47_YtrqKFuGL2lOYH47_Dzs0tvwuXgVgmo%3D&xkcb=SoCh67M3ET5gnoWbJZ0MbzkdCdPP&fccid=ad84136f89d5076f&vjs=3,Merchandiser Retail Team Lead Canada NE PT,"Ottawa, ON",,"Ottawa, ON",,#NAME?,"Ottawa, ON"
